title,url
eyeCode Trial #283 (initvar onebad),http://www.youtube.com/watch?v=-xgtu8Bj-Yg&feature=youtube_gdata
eyeCode Trial #282 (rectangle tuples),http://www.youtube.com/watch?v=N88mlv7UUNg&feature=youtube_gdata
eyeCode Trial #281 (between functions),http://www.youtube.com/watch?v=V48PnhgC0rg&feature=youtube_gdata
eyeCode Trial #280 (between inline),http://www.youtube.com/watch?v=uK0YNBzGlSw&feature=youtube_gdata
eyeCode Trial #279 (funcall space),http://www.youtube.com/watch?v=m7RVz77j5-0&feature=youtube_gdata
eyeCode Trial #278 (scope diffname),http://www.youtube.com/watch?v=tq2Q5Fcjdj0&feature=youtube_gdata
eyeCode Trial #277 (overload strings),http://www.youtube.com/watch?v=8OOBJtM7zuE&feature=youtube_gdata
eyeCode Trial #276 (order inorder),http://www.youtube.com/watch?v=9TVRvVpkrGc&feature=youtube_gdata
eyeCode Trial #275 (initvar good),http://www.youtube.com/watch?v=S2L_flQ5Dmg&feature=youtube_gdata
eyeCode Trial #274 (rectangle basic),http://www.youtube.com/watch?v=oZvwi2V4dNY&feature=youtube_gdata
eyeCode Trial #273 (whitespace linedup),http://www.youtube.com/watch?v=29UfvlOLVmk&feature=youtube_gdata
eyeCode Trial #272 (counting twospaces),http://www.youtube.com/watch?v=wBp7Kq8oRrw&feature=youtube_gdata
eyeCode Trial #271 (partition unbalanced),http://www.youtube.com/watch?v=WiWaZtgMKwM&feature=youtube_gdata
eyeCode Trial #270 (whitespace zigzag),http://www.youtube.com/watch?v=qtZY5TikPKo&feature=youtube_gdata
eyeCode Trial #269 (rectangle class),http://www.youtube.com/watch?v=ONrz0X5r2-Y&feature=youtube_gdata
eyeCode Trial #268 (overload plusmixed),http://www.youtube.com/watch?v=ZGP8MNlN5eM&feature=youtube_gdata
eyeCode Trial #267 (scope samename),http://www.youtube.com/watch?v=YMVjEPFZnBI&feature=youtube_gdata
eyeCode Trial #266 (counting nospace),http://www.youtube.com/watch?v=ujbkluSh13Q&feature=youtube_gdata
eyeCode Trial #265 (funcall nospace),http://www.youtube.com/watch?v=kNonyjFLGTA&feature=youtube_gdata
eyeCode Trial #264 (initvar bothbad),http://www.youtube.com/watch?v=19svCyhKyOQ&feature=youtube_gdata
eyeCode Trial #263 (partition unbalanced_pivot),http://www.youtube.com/watch?v=TgLfmixzfzw&feature=youtube_gdata
eyeCode Trial #262 (order shuffled),http://www.youtube.com/watch?v=R5hdSTBLTEw&feature=youtube_gdata
eyeCode Trial #261 (between functions),http://www.youtube.com/watch?v=VReZd43uVtM&feature=youtube_gdata
eyeCode Trial #260 (funcall vars),http://www.youtube.com/watch?v=UTXLHJMXyVY&feature=youtube_gdata
eyeCode Trial #259 (initvar onebad),http://www.youtube.com/watch?v=Urg3H1gVWcI&feature=youtube_gdata
eyeCode Trial #258 (rectangle tuples),http://www.youtube.com/watch?v=zoo7xTjCvEY&feature=youtube_gdata
eyeCode Trial #257 (order inorder),http://www.youtube.com/watch?v=ojtWDDaFRnE&feature=youtube_gdata
eyeCode Trial #256 (scope diffname),http://www.youtube.com/watch?v=7HaUgYZmrAU&feature=youtube_gdata
eyeCode Trial #255 (whitespace linedup),http://www.youtube.com/watch?v=jIbKvd4-Q_Y&feature=youtube_gdata
eyeCode Trial #254 (partition balanced),http://www.youtube.com/watch?v=6VMLraPcTgk&feature=youtube_gdata
eyeCode Trial #253 (counting twospaces),http://www.youtube.com/watch?v=R4dBvZMiUdc&feature=youtube_gdata
eyeCode Trial #252 (between inline),http://www.youtube.com/watch?v=YTqWDSok2nM&feature=youtube_gdata
eyeCode Trial #251 (overload multmixed),http://www.youtube.com/watch?v=dXMivto2bK8&feature=youtube_gdata
eyeCode Trial #250 (rectangle basic),http://www.youtube.com/watch?v=IqvIhz9e8Ic&feature=youtube_gdata
eyeCode Trial #249 (funcall space),http://www.youtube.com/watch?v=2ICj7pCar6c&feature=youtube_gdata
eyeCode Trial #248 (counting nospace),http://www.youtube.com/watch?v=m1viUlQjH3o&feature=youtube_gdata
eyeCode Trial #247 (partition unbalanced),http://www.youtube.com/watch?v=tn3bolSW01I&feature=youtube_gdata
eyeCode Trial #246 (scope samename),http://www.youtube.com/watch?v=6idOWmf0P0A&feature=youtube_gdata
eyeCode Trial #245 (whitespace zigzag),http://www.youtube.com/watch?v=D-JHjP0OYUs&feature=youtube_gdata
eyeCode Trial #244 (initvar good),http://www.youtube.com/watch?v=H7IH8lwajFY&feature=youtube_gdata
eyeCode Trial #243 (overload strings),http://www.youtube.com/watch?v=MW24kmwh-QU&feature=youtube_gdata
eyeCode Trial #242 (order shuffled),http://www.youtube.com/watch?v=RZ811R6zp28&feature=youtube_gdata
eyeCode Trial #241 (between functions),http://www.youtube.com/watch?v=UjEOT-ZGRng&feature=youtube_gdata
eyeCode Trial #240 (between inline),http://www.youtube.com/watch?v=RnoBn-q2zlw&feature=youtube_gdata
eyeCode Trial #239 (whitespace linedup),http://www.youtube.com/watch?v=BDkeO1C4RiQ&feature=youtube_gdata
eyeCode Trial #238 (overload plusmixed),http://www.youtube.com/watch?v=DL4wc12wdt4&feature=youtube_gdata
eyeCode Trial #237 (funcall nospace),http://www.youtube.com/watch?v=GaG0mFr8sfE&feature=youtube_gdata
eyeCode Trial #236 (partition unbalanced_pivot),http://www.youtube.com/watch?v=K4lUkLvobJI&feature=youtube_gdata
eyeCode Trial #235 (order inorder),http://www.youtube.com/watch?v=jFDqsj2Nv0I&feature=youtube_gdata
eyeCode Trial #234 (rectangle class),http://www.youtube.com/watch?v=puouQO9gHys&feature=youtube_gdata
eyeCode Trial #233 (scope diffname),http://www.youtube.com/watch?v=VQGhIT47epU&feature=youtube_gdata
eyeCode Trial #232 (initvar bothbad),http://www.youtube.com/watch?v=wuTGYH22VLA&feature=youtube_gdata
eyeCode Trial #231 (counting twospaces),http://www.youtube.com/watch?v=YWiK1AQimqA&feature=youtube_gdata
eyeCode Trial #230 (between functions),http://www.youtube.com/watch?v=zoYU2Rz1qDI&feature=youtube_gdata
eyeCode Trial #229 (order shuffled),http://www.youtube.com/watch?v=hplTJeiUSOk&feature=youtube_gdata
eyeCode Trial #228 (counting nospace),http://www.youtube.com/watch?v=n-kkyj5Oc8o&feature=youtube_gdata
eyeCode Trial #227 (overload multmixed),http://www.youtube.com/watch?v=sTbdb4LZIpM&feature=youtube_gdata
eyeCode Trial #226 (whitespace zigzag),http://www.youtube.com/watch?v=zILaX_ix6D0&feature=youtube_gdata
eyeCode Trial #225 (rectangle tuples),http://www.youtube.com/watch?v=EfkI-NS-WwY&feature=youtube_gdata
eyeCode Trial #224 (partition balanced),http://www.youtube.com/watch?v=UQzjPTCHDGY&feature=youtube_gdata
eyeCode Trial #223 (scope samename),http://www.youtube.com/watch?v=olz8cQvZGwY&feature=youtube_gdata
eyeCode Trial #222 (funcall vars),http://www.youtube.com/watch?v=rQuSgAyiGX4&feature=youtube_gdata
eyeCode Trial #221 (initvar onebad),http://www.youtube.com/watch?v=AXmHOcy0cew&feature=youtube_gdata
eyeCode Trial #220 (partition unbalanced),http://www.youtube.com/watch?v=RiaMZlJlIKE&feature=youtube_gdata
eyeCode Trial #219 (initvar good),http://www.youtube.com/watch?v=BzhnCAP4RPc&feature=youtube_gdata
eyeCode Trial #218 (between inline),http://www.youtube.com/watch?v=s1u9c5ZWBZk&feature=youtube_gdata
eyeCode Trial #217 (overload strings),http://www.youtube.com/watch?v=J-ZY9MXRzxo&feature=youtube_gdata
eyeCode Trial #216 (scope diffname),http://www.youtube.com/watch?v=7Xp-_rd8LzE&feature=youtube_gdata
eyeCode Trial #215 (rectangle basic),http://www.youtube.com/watch?v=zu95Op1FzcI&feature=youtube_gdata
eyeCode Trial #214 (order inorder),http://www.youtube.com/watch?v=4aVjeR5kOkE&feature=youtube_gdata
eyeCode Trial #213 (counting twospaces),http://www.youtube.com/watch?v=w9IXPDiR2Mc&feature=youtube_gdata
eyeCode Trial #212 (whitespace linedup),http://www.youtube.com/watch?v=29PZoAmF0tU&feature=youtube_gdata
eyeCode Trial #211 (funcall space),http://www.youtube.com/watch?v=dne7kVVIOU4&feature=youtube_gdata
eyeCode Trial #210 (counting nospace),http://www.youtube.com/watch?v=yGmzBMZMyls&feature=youtube_gdata
eyeCode Trial #209 (rectangle class),http://www.youtube.com/watch?v=NC0r5s9l_Rk&feature=youtube_gdata
eyeCode Trial #208 (whitespace zigzag),http://www.youtube.com/watch?v=3B0bi1mz8Cc&feature=youtube_gdata
eyeCode Trial #207 (overload plusmixed),http://www.youtube.com/watch?v=tGLt4Jmgm_o&feature=youtube_gdata
eyeCode Trial #206 (between functions),http://www.youtube.com/watch?v=56XOXwpT0MQ&feature=youtube_gdata
eyeCode Trial #205 (scope samename),http://www.youtube.com/watch?v=9-vgh6d4Szk&feature=youtube_gdata
eyeCode Trial #204 (order shuffled),http://www.youtube.com/watch?v=N9p1Wj_IToM&feature=youtube_gdata
eyeCode Trial #203 (partition unbalanced_pivot),http://www.youtube.com/watch?v=IJfk9wUdh1k&feature=youtube_gdata
eyeCode Trial #202 (initvar bothbad),http://www.youtube.com/watch?v=GsjMcn6-9iE&feature=youtube_gdata
eyeCode Trial #201 (funcall nospace),http://www.youtube.com/watch?v=_fyyNoQH7GQ&feature=youtube_gdata
eyeCode Trial #200 (counting twospaces),http://www.youtube.com/watch?v=r5YHQYCmIks&feature=youtube_gdata
eyeCode Trial #199 (overload multmixed),http://www.youtube.com/watch?v=PMGQqLkNgpg&feature=youtube_gdata
eyeCode Trial #198 (between inline),http://www.youtube.com/watch?v=fU0VPs7u6dw&feature=youtube_gdata
eyeCode Trial #197 (order inorder),http://www.youtube.com/watch?v=NkAsuWNA0dQ&feature=youtube_gdata
eyeCode Trial #196 (initvar onebad),http://www.youtube.com/watch?v=MUrQgVEsjwE&feature=youtube_gdata
eyeCode Trial #195 (funcall vars),http://www.youtube.com/watch?v=BJY22ytXEd8&feature=youtube_gdata
eyeCode Trial #194 (whitespace linedup),http://www.youtube.com/watch?v=HSC6luivcM0&feature=youtube_gdata
eyeCode Trial #193 (rectangle tuples),http://www.youtube.com/watch?v=cDRdkWKmS6Q&feature=youtube_gdata
eyeCode Trial #192 (partition balanced),http://www.youtube.com/watch?v=RR5xyd2JRO0&feature=youtube_gdata
eyeCode Trial #191 (scope diffname),http://www.youtube.com/watch?v=1_SN90kohv0&feature=youtube_gdata
eyeCode Trial #190 (scope samename),http://www.youtube.com/watch?v=rE1JtBN7Puw&feature=youtube_gdata
eyeCode Trial #189 (initvar good),http://www.youtube.com/watch?v=1pACxno8iaM&feature=youtube_gdata
eyeCode Trial #188 (funcall space),http://www.youtube.com/watch?v=P4xv3ELJQRg&feature=youtube_gdata
eyeCode Trial #187 (order shuffled),http://www.youtube.com/watch?v=58jXysStvSQ&feature=youtube_gdata
eyeCode Trial #186 (partition unbalanced),http://www.youtube.com/watch?v=yUEQbRyzBq8&feature=youtube_gdata
eyeCode Trial #185 (whitespace zigzag),http://www.youtube.com/watch?v=Ibcv8kExMx0&feature=youtube_gdata
eyeCode Trial #184 (overload strings),http://www.youtube.com/watch?v=8a5sZ_laT9k&feature=youtube_gdata
eyeCode Trial #183 (counting nospace),http://www.youtube.com/watch?v=DG4kKeHZkR4&feature=youtube_gdata
eyeCode Trial #182 (rectangle basic),http://www.youtube.com/watch?v=I6-VzFGbVOA&feature=youtube_gdata
eyeCode Trial #181 (between functions),http://www.youtube.com/watch?v=JP0lWmsiFRc&feature=youtube_gdata
eyeCode Trial #180 (scope diffname),http://www.youtube.com/watch?v=aAerJ79pWTk&feature=youtube_gdata
eyeCode Trial #179 (partition unbalanced_pivot),http://www.youtube.com/watch?v=8Q3bFv5kRNE&feature=youtube_gdata
eyeCode Trial #178 (counting twospaces),http://www.youtube.com/watch?v=9Ba9Bihy8oI&feature=youtube_gdata
eyeCode Trial #177 (funcall nospace),http://www.youtube.com/watch?v=YSIdv6LpaeA&feature=youtube_gdata
eyeCode Trial #176 (whitespace linedup),http://www.youtube.com/watch?v=bVHRqPqnsT8&feature=youtube_gdata
eyeCode Trial #175 (between inline),http://www.youtube.com/watch?v=6EpwtWRr6xQ&feature=youtube_gdata
eyeCode Trial #174 (order inorder),http://www.youtube.com/watch?v=6_ZoeNRwcbY&feature=youtube_gdata
eyeCode Trial #173 (rectangle class),http://www.youtube.com/watch?v=QyDsL_-Yjbs&feature=youtube_gdata
eyeCode Trial #172 (overload plusmixed),http://www.youtube.com/watch?v=VOkJJ74guZU&feature=youtube_gdata
eyeCode Trial #171 (initvar bothbad),http://www.youtube.com/watch?v=Ik29nOuTqqs&feature=youtube_gdata
eyeCode Trial #170 (whitespace zigzag),http://www.youtube.com/watch?v=n8m_kAhLIhs&feature=youtube_gdata
eyeCode Trial #169 (between functions),http://www.youtube.com/watch?v=q0vEdA05G_I&feature=youtube_gdata
eyeCode Trial #168 (rectangle tuples),http://www.youtube.com/watch?v=jP0-s4haUec&feature=youtube_gdata
eyeCode Trial #167 (overload multmixed),http://www.youtube.com/watch?v=Bl4VNcaCHjU&feature=youtube_gdata
eyeCode Trial #166 (funcall vars),http://www.youtube.com/watch?v=wdLSJQEmUkM&feature=youtube_gdata
eyeCode Trial #165 (order shuffled),http://www.youtube.com/watch?v=SKpt0BkFV7U&feature=youtube_gdata
eyeCode Trial #164 (initvar onebad),http://www.youtube.com/watch?v=e-zHmqhnHtU&feature=youtube_gdata
eyeCode Trial #163 (partition balanced),http://www.youtube.com/watch?v=tS4EMQvJ6XY&feature=youtube_gdata
eyeCode Trial #162 (counting nospace),http://www.youtube.com/watch?v=adbmYjvqhGY&feature=youtube_gdata
eyeCode Trial #161 (scope samename),http://www.youtube.com/watch?v=softqC5_WNM&feature=youtube_gdata
eyeCode Trial #160 (initvar good),http://www.youtube.com/watch?v=qhW_jcsPSRo&feature=youtube_gdata
eyeCode Trial #159 (between inline),http://www.youtube.com/watch?v=o25RBD7D7sI&feature=youtube_gdata
eyeCode Trial #158 (order inorder),http://www.youtube.com/watch?v=7pGDxltcjgI&feature=youtube_gdata
eyeCode Trial #157 (partition unbalanced),http://www.youtube.com/watch?v=-MQ2gCse6a4&feature=youtube_gdata
eyeCode Trial #156 (counting twospaces),http://www.youtube.com/watch?v=K3I4LAW9kuQ&feature=youtube_gdata
eyeCode Trial #155 (funcall space),http://www.youtube.com/watch?v=3ncSXUnz-W0&feature=youtube_gdata
eyeCode Trial #154 (scope diffname),http://www.youtube.com/watch?v=Wj9-9jbrnKw&feature=youtube_gdata
eyeCode Trial #153 (overload strings),http://www.youtube.com/watch?v=iGDYcRRtZrU&feature=youtube_gdata
eyeCode Trial #152 (rectangle basic),http://www.youtube.com/watch?v=p40GUf_GMEg&feature=youtube_gdata
eyeCode Trial #151 (whitespace linedup),http://www.youtube.com/watch?v=k44A7bZDZcQ&feature=youtube_gdata
eyeCode Trial #150 (scope samename),http://www.youtube.com/watch?v=AZaGdGlf_-A&feature=youtube_gdata
eyeCode Trial #149 (whitespace zigzag),http://www.youtube.com/watch?v=ewP5ZXBUzG8&feature=youtube_gdata
eyeCode Trial #148 (initvar bothbad),http://www.youtube.com/watch?v=vr-waNPxLFo&feature=youtube_gdata
eyeCode Trial #147 (order shuffled),http://www.youtube.com/watch?v=BwNQri0hWD8&feature=youtube_gdata
eyeCode Trial #146 (counting nospace),http://www.youtube.com/watch?v=Xh8hhvBB0wU&feature=youtube_gdata
eyeCode Trial #145 (funcall nospace),http://www.youtube.com/watch?v=WhQBHsKMR_M&feature=youtube_gdata
eyeCode Trial #144 (rectangle class),http://www.youtube.com/watch?v=zGZt6Tw1H9I&feature=youtube_gdata
eyeCode Trial #143 (overload plusmixed),http://www.youtube.com/watch?v=80gp39DXrRk&feature=youtube_gdata
eyeCode Trial #142 (partition unbalanced_pivot),http://www.youtube.com/watch?v=7TOge4cn0V0&feature=youtube_gdata
eyeCode Trial #141 (between functions),http://www.youtube.com/watch?v=CSUrMELsqJA&feature=youtube_gdata
eyeCode Trial #140 (overload multmixed),http://www.youtube.com/watch?v=YUAhvHah2uo&feature=youtube_gdata
eyeCode Trial #139 (order inorder),http://www.youtube.com/watch?v=_gLRMm1gwLk&feature=youtube_gdata
eyeCode Trial #138 (funcall vars),http://www.youtube.com/watch?v=cabSV71sTs4&feature=youtube_gdata
eyeCode Trial #137 (partition balanced),http://www.youtube.com/watch?v=Tq-wGenbZYg&feature=youtube_gdata
eyeCode Trial #136 (scope diffname),http://www.youtube.com/watch?v=ETCFwfo3Ii4&feature=youtube_gdata
eyeCode Trial #135 (whitespace linedup),http://www.youtube.com/watch?v=ckdE4MY155U&feature=youtube_gdata
eyeCode Trial #134 (rectangle tuples),http://www.youtube.com/watch?v=Estrb3cGH9Q&feature=youtube_gdata
eyeCode Trial #133 (initvar onebad),http://www.youtube.com/watch?v=BkgZHJDOaDo&feature=youtube_gdata
eyeCode Trial #132 (counting twospaces),http://www.youtube.com/watch?v=q7tz_cfSuIU&feature=youtube_gdata
eyeCode Trial #131 (between inline),http://www.youtube.com/watch?v=_T8IPOCAIto&feature=youtube_gdata
eyeCode Trial #130 (scope samename),http://www.youtube.com/watch?v=FMFMnTUErsI&feature=youtube_gdata
eyeCode Trial #129 (order shuffled),http://www.youtube.com/watch?v=3ajL6nr-7BU&feature=youtube_gdata
eyeCode Trial #128 (rectangle basic),http://www.youtube.com/watch?v=-5OA2prbXyI&feature=youtube_gdata
eyeCode Trial #127 (initvar good),http://www.youtube.com/watch?v=RUf9PE1lXxc&feature=youtube_gdata
eyeCode Trial #126 (funcall space),http://www.youtube.com/watch?v=hpEyQlwkj_M&feature=youtube_gdata
eyeCode Trial #125 (counting nospace),http://www.youtube.com/watch?v=piiM1tVenRI&feature=youtube_gdata
eyeCode Trial #124 (partition unbalanced),http://www.youtube.com/watch?v=leDnz6zl4KU&feature=youtube_gdata
eyeCode Trial #123 (whitespace zigzag),http://www.youtube.com/watch?v=fkTafEPeyeY&feature=youtube_gdata
eyeCode Trial #122 (overload strings),http://www.youtube.com/watch?v=WqRsdESVdMs&feature=youtube_gdata
eyeCode Trial #121 (between functions),http://www.youtube.com/watch?v=60t6LlFgqEU&feature=youtube_gdata
eyeCode Trial #110 (scope samename),http://www.youtube.com/watch?v=19uXX9_lufA&feature=youtube_gdata
eyeCode Trial #109 (order shuffled),http://www.youtube.com/watch?v=5Ey1s3hDZNE&feature=youtube_gdata
eyeCode Trial #108 (whitespace zigzag),http://www.youtube.com/watch?v=qsvUZIiMhK8&feature=youtube_gdata
eyeCode Trial #107 (funcall vars),http://www.youtube.com/watch?v=CDWXhsEnOKE&feature=youtube_gdata
eyeCode Trial #106 (initvar onebad),http://www.youtube.com/watch?v=AtHhtxytEtQ&feature=youtube_gdata
eyeCode Trial #105 (between functions),http://www.youtube.com/watch?v=_68wCB9Iwio&feature=youtube_gdata
eyeCode Trial #104 (partition balanced),http://www.youtube.com/watch?v=gO8ypCoDd4E&feature=youtube_gdata
eyeCode Trial #103 (overload multmixed),http://www.youtube.com/watch?v=LRPPfuvXx2A&feature=youtube_gdata
eyeCode Trial #102 (rectangle tuples),http://www.youtube.com/watch?v=yYNw9xiXtkk&feature=youtube_gdata
eyeCode Trial #101 (counting nospace),http://www.youtube.com/watch?v=GXC_r7EA3gA&feature=youtube_gdata
eyeCode Trial #100 (overload strings),http://www.youtube.com/watch?v=2UcUTrI61Ww&feature=youtube_gdata
eyeCode Trial #99 (initvar good),http://www.youtube.com/watch?v=ktAzSkhbpIo&feature=youtube_gdata
eyeCode Trial #98 (whitespace linedup),http://www.youtube.com/watch?v=ZRKySBjBsMs&feature=youtube_gdata
eyeCode Trial #97 (counting twospaces),http://www.youtube.com/watch?v=mZj1Vd4pjrA&feature=youtube_gdata
eyeCode Trial #96 (rectangle basic),http://www.youtube.com/watch?v=JjNfXLMpJaM&feature=youtube_gdata
eyeCode Trial #95 (between inline),http://www.youtube.com/watch?v=xMrenh1Va1I&feature=youtube_gdata
eyeCode Trial #94 (scope diffname),http://www.youtube.com/watch?v=vmsvnKI48d4&feature=youtube_gdata
eyeCode Trial #93 (partition unbalanced),http://www.youtube.com/watch?v=msUp08vSZKs&feature=youtube_gdata
eyeCode Trial #92 (funcall space),http://www.youtube.com/watch?v=qJbd1CEMpc4&feature=youtube_gdata
eyeCode Trial #91 (order inorder),http://www.youtube.com/watch?v=IU_jyNV1MyE&feature=youtube_gdata
eyeCode Trial #90 (rectangle class),http://www.youtube.com/watch?v=NB0AQ9ZvEE8&feature=youtube_gdata
eyeCode Trial #89 (scope samename),http://www.youtube.com/watch?v=9op_4jZ24Kk&feature=youtube_gdata
eyeCode Trial #88 (between functions),http://www.youtube.com/watch?v=fPnQt7xdUto&feature=youtube_gdata
eyeCode Trial #87 (partition unbalanced_pivot),http://www.youtube.com/watch?v=FcK2DZOPpTU&feature=youtube_gdata
eyeCode Trial #86 (counting nospace),http://www.youtube.com/watch?v=9-DO9o5_oGk&feature=youtube_gdata
eyeCode Trial #85 (funcall nospace),http://www.youtube.com/watch?v=TFkRAKiELPE&feature=youtube_gdata
eyeCode Trial #84 (initvar bothbad),http://www.youtube.com/watch?v=S47vgxEI0MI&feature=youtube_gdata
eyeCode Trial #83 (whitespace zigzag),http://www.youtube.com/watch?v=E6znISFnFIg&feature=youtube_gdata
eyeCode Trial #82 (order shuffled),http://www.youtube.com/watch?v=pG3ldzUZItU&feature=youtube_gdata
eyeCode Trial #81 (overload plusmixed),http://www.youtube.com/watch?v=oCQyOqdlUBI&feature=youtube_gdata
eyeCode Trial #80 (between inline),http://www.youtube.com/watch?v=uo-NUJ9fn9c&feature=youtube_gdata
eyeCode Trial #79 (counting twospaces),http://www.youtube.com/watch?v=AdzujsKPsS8&feature=youtube_gdata
eyeCode Trial #78 (initvar onebad),http://www.youtube.com/watch?v=WxhEmbiXIcU&feature=youtube_gdata
eyeCode Trial #77 (overload multmixed),http://www.youtube.com/watch?v=wilb1ym4-ls&feature=youtube_gdata
eyeCode Trial #76 (funcall vars),http://www.youtube.com/watch?v=1ob6HvA4idM&feature=youtube_gdata
eyeCode Trial #75 (rectangle tuples),http://www.youtube.com/watch?v=khW1VoaYZkk&feature=youtube_gdata
eyeCode Trial #74 (partition balanced),http://www.youtube.com/watch?v=zoOiluuW-QU&feature=youtube_gdata
eyeCode Trial #73 (whitespace linedup),http://www.youtube.com/watch?v=RXJPwq9naQQ&feature=youtube_gdata
eyeCode Trial #72 (scope diffname),http://www.youtube.com/watch?v=ZPREhKt1pN4&feature=youtube_gdata
eyeCode Trial #71 (order inorder),http://www.youtube.com/watch?v=UXGT_TM4H1o&feature=youtube_gdata
eyeCode Trial #70 (between functions),http://www.youtube.com/watch?v=-osLkStB4Os&feature=youtube_gdata
eyeCode Trial #69 (whitespace zigzag),http://www.youtube.com/watch?v=N90Rq8AsaJ4&feature=youtube_gdata
eyeCode Trial #68 (initvar good),http://www.youtube.com/watch?v=KPqlnTSaCFw&feature=youtube_gdata
eyeCode Trial #67 (counting nospace),http://www.youtube.com/watch?v=J38-XhHer1k&feature=youtube_gdata
eyeCode Trial #66 (order shuffled),http://www.youtube.com/watch?v=L-wiYm9Tbg4&feature=youtube_gdata
eyeCode Trial #65 (overload strings),http://www.youtube.com/watch?v=AkFL2pQpbQQ&feature=youtube_gdata
eyeCode Trial #64 (scope samename),http://www.youtube.com/watch?v=Nhp_2eufB80&feature=youtube_gdata
eyeCode Trial #63 (partition unbalanced),http://www.youtube.com/watch?v=FmrckZFSwI4&feature=youtube_gdata
eyeCode Trial #62 (rectangle basic),http://www.youtube.com/watch?v=at0sBwCgHec&feature=youtube_gdata
eyeCode Trial #61 (funcall space),http://www.youtube.com/watch?v=UeZWorRAIRE&feature=youtube_gdata
eyeCode Trial #60 (rectangle class),http://www.youtube.com/watch?v=Ix__iCJW57M&feature=youtube_gdata
eyeCode Trial #59 (initvar bothbad),http://www.youtube.com/watch?v=5F2XTKr3v7I&feature=youtube_gdata
eyeCode Trial #58 (partition unbalanced_pivot),http://www.youtube.com/watch?v=zURwSUbYAHY&feature=youtube_gdata
eyeCode Trial #57 (whitespace linedup),http://www.youtube.com/watch?v=gSEsiaiJo9w&feature=youtube_gdata
eyeCode Trial #56 (between inline),http://www.youtube.com/watch?v=KIMQqFCjZgU&feature=youtube_gdata
eyeCode Trial #55 (counting twospaces),http://www.youtube.com/watch?v=uzd4oD1zBjA&feature=youtube_gdata
eyeCode Trial #54 (scope diffname),http://www.youtube.com/watch?v=b3RbMNUpzuM&feature=youtube_gdata
eyeCode Trial #53 (overload plusmixed),http://www.youtube.com/watch?v=cM5--hjGNLE&feature=youtube_gdata
